月度标识,地区代码,地区名称,Category,本月进口金额
2004-04-01,412,智利,总值,410470
2004-04-01,344,俄罗斯联邦,总值,1226778
2004-04-01,109,朝鲜,总值,30634
2004-04-01,143,台湾省,总值,5761969
2004-04-01,121,澳门,总值,17429
2004-04-01,502,美国,总值,4354080
2004-04-01,106,缅甸,总值,23287
2004-04-01,113,伊朗,总值,315452
2004-04-01,309,荷兰,总值,219504
2004-05-01,402,阿根廷,总值,130416
2004-05-01,138,阿拉伯联合酋长国,总值,83110
2004-05-01,315,奥地利,总值,113618
2004-05-01,601,澳大利亚,总值,800613
2004-05-01,127,巴基斯坦,总值,46322
2004-05-01,410,巴西,总值,735529
2004-05-01,301,比利时,总值,274667
2004-05-01,327,波兰,总值,23143
2004-05-01,302,丹麦,总值,89561
2004-05-01,304,德国,总值,2637554
2004-05-01,305,法国,总值,566693
2004-05-01,129,菲律宾,总值,645227
2004-05-01,318,芬兰,总值,179946
2004-05-01,145,哈萨克斯坦,总值,163536
2004-05-01,133,韩国,总值,4871088
2004-05-01,501,加拿大,总值,566423
2004-05-01,328,罗马尼亚,总值,23506
2004-05-01,122,马来西亚,总值,1344231
2004-05-01,244,南非,总值,257041
2004-05-01,704,欧洲联盟,总值,5675267
2004-05-01,116,日本,总值,7003552
2004-05-01,330,瑞典,总值,310933
2004-05-01,331,瑞士,总值,275723
2004-05-01,131,沙特阿拉伯,总值,607228
2004-05-01,136,泰国,总值,820978
2004-05-01,137,土耳其,总值,23725
2004-05-01,347,乌克兰,总值,109441
2004-05-01,312,西班牙,总值,128695
2004-05-01,110,香港,总值,941915
2004-05-01,132,新加坡,总值,1096823
2004-05-01,609,新西兰,总值,124027
2004-05-01,307,意大利,总值,506327
2004-05-01,111,印度,总值,625968
2004-05-01,112,印度尼西亚,总值,555259
2004-05-01,303,英国,总值,374786
2004-05-01,141,越南,总值,174709
2004-05-01,412,智利,总值,244284
2004-05-01,106,缅甸,总值,17216
2004-05-01,309,荷兰,总值,218151
2004-05-01,109,朝鲜,总值,25647
2004-05-01,121,澳门,总值,19723
2004-05-01,143,台湾省,总值,5084784
2004-05-01,113,伊朗,总值,392256
2004-05-01,502,美国,总值,3437581
2004-05-01,344,俄罗斯联邦,总值,957518
2004-06-01,402,阿根廷,总值,390332
2004-06-01,138,阿拉伯联合酋长国,总值,140674
2004-06-01,315,奥地利,总值,142621
2004-06-01,601,澳大利亚,总值,966051
2004-06-01,127,巴基斯坦,总值,52616
2004-06-01,410,巴西,总值,965594
2004-06-01,301,比利时,总值,318772
2004-06-01,327,波兰,总值,43679
2004-06-01,302,丹麦,总值,107988
2004-06-01,304,德国,总值,2743950
2004-06-01,305,法国,总值,578350
2004-06-01,129,菲律宾,总值,699888
2004-06-01,318,芬兰,总值,221065
2004-06-01,145,哈萨克斯坦,总值,132267
2004-06-01,133,韩国,总值,5254241
2004-06-01,501,加拿大,总值,784014
2004-06-01,328,罗马尼亚,总值,30750
2004-06-01,122,马来西亚,总值,1616907
2004-06-01,244,南非,总值,261752
2004-06-01,704,欧洲联盟,总值,6361386
2004-06-01,116,日本,总值,8231683
2004-06-01,330,瑞典,总值,294304
2004-06-01,331,瑞士,总值,345896
2004-06-01,131,沙特阿拉伯,总值,640506
2004-06-01,136,泰国,总值,975243
2004-06-01,137,土耳其,总值,38747
2004-06-01,347,乌克兰,总值,148497
2004-06-01,312,西班牙,总值,164935
2004-06-01,110,香港,总值,989286
2004-06-01,132,新加坡,总值,1111193
2004-06-01,609,新西兰,总值,147073
2004-06-01,307,意大利,总值,594779
2004-06-01,111,印度,总值,647372
2004-06-01,112,印度尼西亚,总值,679479
2004-06-01,303,英国,总值,435614
2004-06-01,141,越南,总值,315399
2004-06-01,412,智利,总值,291843
2004-06-01,106,缅甸,总值,19107
2004-06-01,309,荷兰,总值,441262
2004-06-01,109,朝鲜,总值,50459
2004-06-01,121,澳门,总值,21009
2004-06-01,143,台湾省,总值,5426981
2004-06-01,502,美国,总值,3667189
2004-06-01,113,伊朗,总值,267056
2004-06-01,344,俄罗斯联邦,总值,1254867
2005-01-01,402,阿根廷,总值,203880
2005-01-01,131,沙特阿拉伯,总值,605921
2005-01-01,318,芬兰,总值,231943
2005-01-01,138,阿拉伯联合酋长国,总值,142432
2005-01-01,412,智利,总值,435738
2005-01-01,315,奥地利,总值,107350
2005-01-01,145,哈萨克斯坦,总值,288879
2005-01-01,136,泰国,总值,933585
2005-01-01,133,韩国,总值,5190525
2005-01-01,601,澳大利亚,总值,1106490
2005-01-01,137,土耳其,总值,39794
2005-01-01,347,乌克兰,总值,28774
2005-01-01,127,巴基斯坦,总值,55826
2005-01-01,501,加拿大,总值,584332
2005-01-01,312,西班牙,总值,117080
2005-01-01,410,巴西,总值,622122
2005-01-01,328,罗马尼亚,总值,17009
2005-01-01,301,比利时,总值,292255
2005-01-01,110,香港,总值,932665
2005-01-01,122,马来西亚,总值,1454711
2005-01-01,327,波兰,总值,26713
2005-01-01,132,新加坡,总值,1254664
2005-01-01,609,新西兰,总值,128409
2005-01-01,302,丹麦,总值,86279
2005-01-01,304,德国,总值,2296320
2005-01-01,244,南非,总值,226484
2005-01-01,307,意大利,总值,501412
2005-01-01,704,欧洲联盟,总值,5370403
2005-01-01,111,印度,总值,765302
2005-01-01,305,法国,总值,602795
2005-01-01,116,日本,总值,6892792
2005-01-01,112,印度尼西亚,总值,582884
2005-01-01,129,菲律宾,总值,757888
2005-01-01,330,瑞典,总值,240285
2005-01-01,303,英国,总值,373954
2005-01-01,331,瑞士,总值,276098
2005-01-01,141,越南,总值,190366
2005-01-01,344,俄罗斯联邦,总值,970109
2005-01-01,309,荷兰,总值,263514
2005-01-01,121,澳门,总值,14078
2005-01-01,143,台湾省,总值,5068926
2005-01-01,502,美国,总值,3473546
2005-01-01,113,伊朗,总值,367931
2005-01-01,106,缅甸,总值,22780
2005-01-01,109,朝鲜,总值,31046
2005-02-01,402,阿根廷,总值,98948
2005-02-01,138,阿拉伯联合酋长国,总值,130751
2005-02-01,601,澳大利亚,总值,853847
2005-02-01,410,巴西,总值,474348
2005-02-01,315,奥地利,总值,112811
2005-02-01,127,巴基斯坦,总值,42576
2005-02-01,301,比利时,总值,231743
2005-02-01,302,丹麦,总值,74200
2005-02-01,327,波兰,总值,47216
2005-02-01,305,法国,总值,489278
2005-02-01,304,德国,总值,1723837
2005-02-01,145,哈萨克斯坦,总值,253890
2005-02-01,133,韩国,总值,4851501
2005-02-01,129,菲律宾,总值,771579
2005-02-01,318,芬兰,总值,141028
2005-02-01,328,罗马尼亚,总值,13486
2005-02-01,501,加拿大,总值,491739
2005-02-01,122,马来西亚,总值,1226550
2005-02-01,244,南非,总值,236397
2005-02-01,330,瑞典,总值,220136
2005-02-01,116,日本,总值,6322891
2005-02-01,704,欧洲联盟,总值,4261935
2005-02-01,136,泰国,总值,898740
2005-02-01,331,瑞士,总值,241233
2005-02-01,131,沙特阿拉伯,总值,884024
2005-02-01,137,土耳其,总值,29803
2005-02-01,347,乌克兰,总值,54092
2005-02-01,312,西班牙,总值,95148
2005-02-01,609,新西兰,总值,80173
2005-02-01,132,新加坡,总值,1007586
2005-02-01,112,印度尼西亚,总值,580440
2005-02-01,110,香港,总值,733199
2005-02-01,111,印度,总值,776215
2005-02-01,307,意大利,总值,453806
2005-02-01,141,越南,总值,141381
2005-02-01,303,英国,总值,307328
2005-02-01,412,智利,总值,308126
2005-02-01,106,缅甸,总值,18037
2005-02-01,309,荷兰,总值,170822
2005-02-01,143,台湾省,总值,4314508
2005-02-01,121,澳门,总值,9512
2005-02-01,344,俄罗斯联邦,总值,905321
2005-02-01,113,伊朗,总值,472895
2005-02-01,109,朝鲜,总值,18341
2005-02-01,502,美国,总值,3080792
2005-03-01,402,阿根廷,总值,119940
2005-03-01,138,阿拉伯联合酋长国,总值,311136
2005-03-01,601,澳大利亚,总值,1290734
2005-03-01,410,巴西,总值,603213
2005-03-01,315,奥地利,总值,127891
2005-03-01,127,巴基斯坦,总值,58057
2005-03-01,301,比利时,总值,329047
2005-03-01,302,丹麦,总值,108846
2005-03-01,327,波兰,总值,51506
2005-03-01,129,菲律宾,总值,1004987
2005-03-01,305,法国,总值,635372
2005-03-01,304,德国,总值,2750014
2005-03-01,145,哈萨克斯坦,总值,206957
2005-03-01,133,韩国,总值,6552484
2005-03-01,318,芬兰,总值,276979
2005-03-01,122,马来西亚,总值,1667908
2005-03-01,328,罗马尼亚,总值,19075
2005-03-01,501,加拿大,总值,719738
2005-03-01,244,南非,总值,299744
2005-03-01,330,瑞典,总值,283558
2005-03-01,116,日本,总值,8794988
2005-03-01,331,瑞士,总值,344128
2005-03-01,704,欧洲联盟,总值,6407091
2005-03-01,131,沙特阿拉伯,总值,987371
2005-03-01,136,泰国,总值,1119310
2005-03-01,137,土耳其,总值,41562
2005-03-01,347,乌克兰,总值,46455
2005-03-01,312,西班牙,总值,179894
2005-03-01,609,新西兰,总值,132643
2005-03-01,132,新加坡,总值,1325828
2005-03-01,112,印度尼西亚,总值,725015
2005-03-01,110,香港,总值,1164687
2005-03-01,111,印度,总值,1176295
2005-03-01,307,意大利,总值,620054
2005-03-01,141,越南,总值,265433
2005-03-01,303,英国,总值,491653
2005-03-01,412,智利,总值,304555
2005-03-01,109,朝鲜,总值,54789
2005-03-01,113,伊朗,总值,414544
2005-03-01,121,澳门,总值,17111
2005-03-01,344,俄罗斯联邦,总值,1397013
2005-03-01,106,缅甸,总值,47913
2005-03-01,143,台湾省,总值,6033825
2005-03-01,309,荷兰,总值,258497
2005-03-01,502,美国,总值,4541559
2005-04-01,402,阿根廷,总值,156484
2005-04-01,138,阿拉伯联合酋长国,总值,243902
2005-04-01,601,澳大利亚,总值,1500189
2005-04-01,410,巴西,总值,794607
2005-04-01,315,奥地利,总值,134317
2005-04-01,127,巴基斯坦,总值,77249
2005-04-01,301,比利时,总值,347008
2005-04-01,302,丹麦,总值,116906
2005-04-01,327,波兰,总值,35966
2005-04-01,129,菲律宾,总值,936702
2005-04-01,305,法国,总值,1135742
2005-04-01,304,德国,总值,2584428
2005-04-01,145,哈萨克斯坦,总值,234666
2005-04-01,133,韩国,总值,6489506
2005-04-01,318,芬兰,总值,217998
2005-04-01,122,马来西亚,总值,1654709
2005-04-01,328,罗马尼亚,总值,31092
2005-04-01,501,加拿大,总值,776358
2005-04-01,244,南非,总值,295336
2005-04-01,330,瑞典,总值,270694
2005-04-01,116,日本,总值,8841953
2005-04-01,331,瑞士,总值,356240
2005-04-01,704,欧洲联盟,总值,6650206
2005-04-01,131,沙特阿拉伯,总值,1110005
2005-04-01,136,泰国,总值,1133742
2005-04-01,110,香港,总值,1166808
2005-04-01,137,土耳其,总值,53988
2005-04-01,347,乌克兰,总值,50130
2005-04-01,312,西班牙,总值,186414
2005-04-01,609,新西兰,总值,116759
2005-04-01,132,新加坡,总值,1505177
2005-04-01,112,印度尼西亚,总值,752387
2005-04-01,303,英国,总值,505276
2005-04-01,111,印度,总值,1005002
2005-04-01,307,意大利,总值,605220
2005-04-01,141,越南,总值,218729
2005-04-01,412,智利,总值,523386
2005-04-01,106,缅甸,总值,32291
2005-04-01,143,台湾省,总值,6384688
2005-04-01,121,澳门,总值,18351
2005-04-01,344,俄罗斯联邦,总值,1527475
2005-04-01,109,朝鲜,总值,51744
2005-04-01,309,荷兰,总值,237811
2005-04-01,502,美国,总值,4416071
2005-04-01,113,伊朗,总值,639915
2005-05-01,402,阿根廷,总值,177187
2005-05-01,138,阿拉伯联合酋长国,总值,123892
2005-05-01,601,澳大利亚,总值,1255518
2005-05-01,315,奥地利,总值,117127
2005-05-01,410,巴西,总值,688732
2005-05-01,127,巴基斯坦,总值,66037
2005-05-01,301,比利时,总值,287556
2005-05-01,304,德国,总值,2137205
2005-05-01,302,丹麦,总值,102444
2005-05-01,327,波兰,总值,59139
2005-05-01,129,菲律宾,总值,931658
2005-05-01,305,法国,总值,582775
2005-05-01,145,哈萨克斯坦,总值,275049
2005-05-01,133,韩国,总值,5837323
2005-05-01,318,芬兰,总值,187296
2005-05-01,122,马来西亚,总值,1436970
2005-05-01,328,罗马尼亚,总值,24747
2005-05-01,501,加拿大,总值,671751
2005-05-01,244,南非,总值,324737
2005-05-01,330,瑞典,总值,259569
2005-05-01,116,日本,总值,6866675
2005-05-01,331,瑞士,总值,288682
2005-05-01,704,欧洲联盟,总值,5315849
2005-05-01,137,土耳其,总值,51100
2005-05-01,131,沙特阿拉伯,总值,832113
2005-05-01,136,泰国,总值,1097818
2005-05-01,110,香港,总值,939842
2005-05-01,347,乌克兰,总值,60200
2005-05-01,312,西班牙,总值,151942
2005-05-01,609,新西兰,总值,105599
2005-05-01,132,新加坡,总值,1231188
2005-05-01,112,印度尼西亚,总值,659731
2005-05-01,303,英国,总值,418618
2005-05-01,111,印度,总值,896271
2005-05-01,307,意大利,总值,564369
2005-05-01,141,越南,总值,162062
2005-05-01,412,智利,总值,403419
2005-05-01,113,伊朗,总值,554048
2005-05-01,109,朝鲜,总值,36003
2005-05-01,344,俄罗斯联邦,总值,1350510
2005-05-01,143,台湾省,总值,5510293
2005-05-01,121,澳门,总值,19567
2005-05-01,106,缅甸,总值,29599
2005-05-01,502,美国,总值,3848826
2005-05-01,309,荷兰,总值,213912
2005-06-01,402,阿根廷,总值,593443
2005-06-01,138,阿拉伯联合酋长国,总值,174986
2005-06-01,601,澳大利亚,总值,1519299
2005-06-01,315,奥地利,总值,110649
2005-06-01,410,巴西,总值,775644
2005-06-01,327,波兰,总值,61885
2005-06-01,127,巴基斯坦,总值,78376
2005-06-01,301,比利时,总值,372380
2005-06-01,304,德国,总值,2514583
2005-06-01,302,丹麦,总值,105572
2005-06-01,305,法国,总值,707798
2005-06-01,129,菲律宾,总值,1132829
2005-06-01,145,哈萨克斯坦,总值,249983
2005-06-01,133,韩国,总值,6574715
2005-06-01,318,芬兰,总值,228914
2005-06-01,122,马来西亚,总值,1660739
2005-06-01,328,罗马尼亚,总值,37944
2005-06-01,501,加拿大,总值,646910
2005-06-01,704,欧洲联盟,总值,6214262
2005-06-01,244,南非,总值,320340
2005-06-01,330,瑞典,总值,268798
2005-06-01,116,日本,总值,8518803
2005-06-01,331,瑞士,总值,362651
2005-06-01,137,土耳其,总值,64384
2005-06-01,131,沙特阿拉伯,总值,1015543
2005-06-01,136,泰国,总值,1163712
2005-06-01,110,香港,总值,1081340
2005-06-01,347,乌克兰,总值,148478
2005-06-01,312,西班牙,总值,207392
2005-06-01,609,新西兰,总值,130327
2005-06-01,132,新加坡,总值,1405959
2005-06-01,112,印度尼西亚,总值,632940
2005-06-01,111,印度,总值,826450
2005-06-01,303,英国,总值,468294
2005-06-01,307,意大利,总值,648179
2005-06-01,141,越南,总值,220976
2005-06-01,412,智利,总值,445164
2005-06-01,106,缅甸,总值,27574
2005-06-01,143,台湾省,总值,6019439
2005-06-01,344,俄罗斯联邦,总值,1317339
2005-06-01,121,澳门,总值,21902
2005-06-01,113,伊朗,总值,701492
2005-06-01,502,美国,总值,4211904
2005-06-01,109,朝鲜,总值,40906
2005-06-01,309,荷兰,总值,260920
2005-07-01,402,阿根廷,总值,588558
2005-07-01,127,巴基斯坦,总值,85403
2005-07-01,138,阿拉伯联合酋长国,总值,71167
2005-07-01,601,澳大利亚,总值,1402348
2005-07-01,315,奥地利,总值,138741
2005-07-01,410,巴西,总值,985042
2005-07-01,327,波兰,总值,58065
2005-07-01,301,比利时,总值,349073
2005-07-01,304,德国,总值,2682188
2005-07-01,302,丹麦,总值,102002
2005-07-01,318,芬兰,总值,214533
2005-07-01,305,法国,总值,812830
2005-07-01,129,菲律宾,总值,1049773
2005-07-01,145,哈萨克斯坦,总值,184021
2005-07-01,133,韩国,总值,6364191
2005-07-01,122,马来西亚,总值,1579762
2005-07-01,328,罗马尼亚,总值,22661
2005-07-01,501,加拿大,总值,534569
2005-07-01,704,欧洲联盟,总值,6399608
2005-07-01,244,南非,总值,326650
2005-07-01,330,瑞典,总值,266322
2005-07-01,116,日本,总值,8365803
2005-07-01,131,沙特阿拉伯,总值,1194267
2005-07-01,331,瑞士,总值,311839
2005-07-01,136,泰国,总值,1159760
2005-07-01,137,土耳其,总值,70854
2005-07-01,110,香港,总值,1006902
2005-07-01,347,乌克兰,总值,67082
2005-07-01,312,西班牙,总值,162132
2005-07-01,609,新西兰,总值,121347
2005-07-01,132,新加坡,总值,1324327
2005-07-01,307,意大利,总值,634100
2005-07-01,111,印度,总值,650047
2005-07-01,112,印度尼西亚,总值,611281
2005-07-01,303,英国,总值,452133
2005-07-01,141,越南,总值,169548
2005-07-01,412,智利,总值,445073
2005-07-01,502,美国,总值,3987131
2005-07-01,113,伊朗,总值,540543
2005-07-01,109,朝鲜,总值,48807
2005-07-01,344,俄罗斯联邦,总值,1424069
2005-07-01,143,台湾省,总值,5965283
2005-07-01,309,荷兰,总值,249535
2005-07-01,121,澳门,总值,30275
2005-07-01,106,缅甸,总值,25930
2005-08-01,402,阿根廷,总值,666392
2005-08-01,127,巴基斯坦,总值,76024
2005-08-01,138,阿拉伯联合酋长国,总值,148213
2005-08-01,601,澳大利亚,总值,1418214
2005-08-01,315,奥地利,总值,202618
2005-08-01,410,巴西,总值,1166111
2005-08-01,327,波兰,总值,35281
2005-08-01,301,比利时,总值,334114
2005-08-01,304,德国,总值,2816438
2005-08-01,302,丹麦,总值,105546
2005-08-01,318,芬兰,总值,200664
2005-08-01,305,法国,总值,824159
2005-08-01,129,菲律宾,总值,1221132
2005-08-01,145,哈萨克斯坦,总值,281745
2005-08-01,133,韩国,总值,6591908
2005-08-01,122,马来西亚,总值,1717681
2005-08-01,328,罗马尼亚,总值,19122
2005-08-01,501,加拿大,总值,594606
2005-08-01,704,欧洲联盟,总值,6595666
2005-08-01,244,南非,总值,291661
2005-08-01,330,瑞典,总值,277764
2005-08-01,116,日本,总值,8677399
2005-08-01,131,沙特阿拉伯,总值,960850
2005-08-01,331,瑞士,总值,328163
2005-08-01,136,泰国,总值,1212675
2005-08-01,137,土耳其,总值,51034
2005-08-01,132,新加坡,总值,1522389
2005-08-01,110,香港,总值,1052569
2005-08-01,347,乌克兰,总值,67452
2005-08-01,312,西班牙,总值,213621
2005-08-01,609,新西兰,总值,91970
2005-08-01,307,意大利,总值,614321
2005-08-01,111,印度,总值,632097
2005-08-01,303,英国,总值,450376
2005-08-01,112,印度尼西亚,总值,641455
2005-08-01,141,越南,总值,206339
2005-08-01,412,智利,总值,503395
2005-08-01,106,缅甸,总值,15623
2005-08-01,113,伊朗,总值,544471
2005-08-01,109,朝鲜,总值,45618
2005-08-01,502,美国,总值,4290126
2005-08-01,344,俄罗斯联邦,总值,1320220
2005-08-01,143,台湾省,总值,6599386
2005-08-01,309,荷兰,总值,267574
2005-08-01,121,澳门,总值,26376
2005-09-01,402,阿根廷,总值,357671
2005-09-01,138,阿拉伯联合酋长国,总值,228498
2005-09-01,315,奥地利,总值,151000
2005-09-01,601,澳大利亚,总值,1475068
2005-09-01,127,巴基斯坦,总值,72723
2005-09-01,410,巴西,总值,899927
2005-09-01,301,比利时,总值,414361
2005-09-01,327,波兰,总值,54335
2005-09-01,302,丹麦,总值,97998
2005-09-01,304,德国,总值,3154577
2005-09-01,305,法国,总值,792719
2005-09-01,129,菲律宾,总值,1352437
2005-09-01,318,芬兰,总值,230158
2005-09-01,145,哈萨克斯坦,总值,313411
2005-09-01,133,韩国,总值,7325897
2005-09-01,501,加拿大,总值,609726
2005-09-01,328,罗马尼亚,总值,15667
2005-09-01,122,马来西亚,总值,1997341
2005-09-01,244,南非,总值,233011
2005-09-01,704,欧洲联盟,总值,7150803
2005-09-01,116,日本,总值,9508228
2005-09-01,330,瑞典,总值,275082
2005-09-01,331,瑞士,总值,343301
2005-09-01,131,沙特阿拉伯,总值,1316312
2005-09-01,136,泰国,总值,1335294
2005-09-01,137,土耳其,总值,52295
2005-09-01,347,乌克兰,总值,97318
2005-09-01,312,西班牙,总值,228402
2005-09-01,110,香港,总值,1063657
2005-09-01,132,新加坡,总值,1469318
2005-09-01,609,新西兰,总值,90040
2005-09-01,307,意大利,总值,632005
2005-09-01,111,印度,总值,795167
2005-09-01,112,印度尼西亚,总值,889175
2005-09-01,303,英国,总值,536363
2005-09-01,141,越南,总值,290899
2005-09-01,412,智利,总值,344188
2005-09-01,109,朝鲜,总值,53069
2005-09-01,143,台湾省,总值,7102178
2005-09-01,344,俄罗斯联邦,总值,1426666
2005-09-01,502,美国,总值,4336251
2005-09-01,309,荷兰,总值,288921
2005-09-01,106,缅甸,总值,13226
2005-09-01,121,澳门,总值,25821
2005-09-01,113,伊朗,总值,717977
2005-10-01,402,阿根廷,总值,310066
2005-10-01,315,奥地利,总值,115828
