月度标识,地区代码,地区名称,Category,本月出口金额
2025/2/4,347,乌克兰,总值,66020
2025/2/4,312,西班牙,总值,292909
2025/2/4,110,香港,总值,5873060
2025/2/4,132,新加坡,总值,737312
2025/2/4,609,新西兰,总值,61893
2025/2/4,307,意大利,总值,478207
2025/2/4,111,印度,总值,302516
2025/2/4,112,印度尼西亚,总值,302837
2025/2/4,303,英国,总值,762712
2025/2/4,141,越南,总值,253935
2025/2/4,412,智利,总值,65689
2025/2/4,309,荷兰,总值,1159712
2025/2/4,121,澳门,总值,91780
2025/2/4,109,朝鲜,总值,43601
2025/2/4,143,台湾省,总值,803346
2025/2/4,113,伊朗,总值,94359
2025/2/4,106,缅甸,总值,55274
2025/2/4,344,俄罗斯联邦,总值,527743
2025/2/4,502,美国,总值,6942677
2025/3/4,601,澳大利亚,总值,687212
2025/3/4,127,巴基斯坦,总值,152613
2025/3/4,410,巴西,总值,231745
2025/3/4,302,丹麦,总值,161266
2025/3/4,304,德国,总值,1812456
2025/3/4,129,菲律宾,总值,350840
2025/3/4,145,哈萨克斯坦,总值,158607
2025/3/4,133,韩国,总值,2038241
2025/3/4,402,阿根廷,总值,47785
2025/3/4,138,阿拉伯联合酋长国,总值,553165
2025/3/4,315,奥地利,总值,57353
2025/3/4,501,加拿大,总值,626038
2025/3/4,328,罗马尼亚,总值,68232
2025/3/4,122,马来西亚,总值,606359
2025/3/4,244,南非,总值,238016
2025/3/4,704,欧洲联盟,总值,8482921
2025/3/4,116,日本,总值,6303213
2025/3/4,330,瑞典,总值,134586
2025/3/4,331,瑞士,总值,97821
2025/3/4,131,沙特阿拉伯,总值,188413
2025/3/4,136,泰国,总值,472388
2025/3/4,137,土耳其,总值,227340
2025/3/4,347,乌克兰,总值,109546
2025/3/4,312,西班牙,总值,425493
2025/3/4,110,香港,总值,7942517
2025/3/4,132,新加坡,总值,885453
2025/3/4,609,新西兰,总值,89888
2025/3/4,307,意大利,总值,709660
2025/3/4,111,印度,总值,386264
2025/3/4,112,印度尼西亚,总值,503833
2025/3/4,303,英国,总值,1071997
2025/3/4,141,越南,总值,310852
2025/3/4,412,智利,总值,125544
2025/3/4,301,比利时,总值,452904
2025/3/4,327,波兰,总值,227793
2025/3/4,305,法国,总值,802685
2025/3/4,318,芬兰,总值,171337
2025/3/4,309,荷兰,总值,1420560
2025/3/4,121,澳门,总值,118274
2025/3/4,143,台湾省,总值,1053317
2025/3/4,109,朝鲜,总值,59258
2025/3/4,113,伊朗,总值,242135
2025/3/4,344,俄罗斯联邦,总值,679619
2025/3/4,106,缅甸,总值,117485
2025/3/4,502,美国,总值,9108474
2025/4/4,402,阿根廷,总值,52968
2025/4/4,138,阿拉伯联合酋长国,总值,626821
2025/4/4,301,比利时,总值,462461
2025/4/4,302,丹麦,总值,151571
2025/4/4,145,哈萨克斯坦,总值,172663
2025/4/4,501,加拿大,总值,650000
2025/4/4,116,日本,总值,6394984
2025/4/4,330,瑞典,总值,147074
2025/4/4,137,土耳其,总值,255589
2025/4/4,347,乌克兰,总值,92267
2025/4/4,312,西班牙,总值,428455
2025/4/4,132,新加坡,总值,916589
2025/4/4,307,意大利,总值,797625
2025/4/4,315,奥地利,总值,71463
2025/4/4,609,新西兰,总值,81402
2025/4/4,111,印度,总值,414537
2025/4/4,112,印度尼西亚,总值,518130
2025/4/4,303,英国,总值,1150362
2025/4/4,141,越南,总值,346099
2025/4/4,412,智利,总值,114092
2025/4/4,601,澳大利亚,总值,665504
2025/4/4,127,巴基斯坦,总值,244119
2025/4/4,410,巴西,总值,348945
2025/4/4,327,波兰,总值,180606
2025/4/4,304,德国,总值,1786837
2025/4/4,305,法国,总值,777209
2025/4/4,129,菲律宾,总值,338419
2025/4/4,318,芬兰,总值,179732
2025/4/4,133,韩国,总值,2206726
2025/4/4,328,罗马尼亚,总值,55463
2025/4/4,122,马来西亚,总值,643569
2025/4/4,244,南非,总值,221872
2025/4/4,704,欧洲联盟,总值,8493613
2025/4/4,331,瑞士,总值,97629
2025/4/4,131,沙特阿拉伯,总值,202271
2025/4/4,136,泰国,总值,426292
2025/4/4,110,香港,总值,7986866
2025/4/4,344,俄罗斯联邦,总值,527330
2025/4/4,109,朝鲜,总值,53597
2025/4/4,143,台湾省,总值,1088466
2025/4/4,121,澳门,总值,126414
2025/4/4,502,美国,总值,9970214
2025/4/4,113,伊朗,总值,153815
2025/4/4,106,缅甸,总值,70866
2025/4/4,309,荷兰,总值,1401184
2025/5/4,127,巴基斯坦,总值,195497
2025/5/4,410,巴西,总值,306335
2025/5/4,304,德国,总值,1723390
2025/5/4,133,韩国,总值,2144133
2025/5/4,244,南非,总值,221976
2025/5/4,116,日本,总值,5373171
2025/5/4,330,瑞典,总值,184145
2025/5/4,131,沙特阿拉伯,总值,213668
2025/5/4,136,泰国,总值,397647
2025/5/4,137,土耳其,总值,247672
2025/5/4,347,乌克兰,总值,91535
2025/5/4,110,香港,总值,7679146
2025/5/4,132,新加坡,总值,993474
2025/5/4,307,意大利,总值,807722
2025/5/4,112,印度尼西亚,总值,471665
2025/5/4,141,越南,总值,323839
2025/5/4,402,阿根廷,总值,65657
2025/5/4,138,阿拉伯联合酋长国,总值,566954
2025/5/4,315,奥地利,总值,49089
2025/5/4,601,澳大利亚,总值,618851
2025/5/4,301,比利时,总值,432411
2025/5/4,327,波兰,总值,175586
2025/5/4,302,丹麦,总值,115941
2025/5/4,305,法国,总值,834986
2025/5/4,129,菲律宾,总值,361561
2025/5/4,318,芬兰,总值,174937
2025/5/4,145,哈萨克斯坦,总值,129021
2025/5/4,501,加拿大,总值,598648
2025/5/4,328,罗马尼亚,总值,60869
2025/5/4,122,马来西亚,总值,594589
2025/5/4,704,欧洲联盟,总值,8156113
2025/5/4,331,瑞士,总值,93278
2025/5/4,312,西班牙,总值,445041
2025/5/4,609,新西兰,总值,69733
2025/5/4,111,印度,总值,443857
2025/5/4,303,英国,总值,1107504
2025/5/4,412,智利,总值,105271
2025/5/4,106,缅甸,总值,70023
2025/5/4,309,荷兰,总值,1343486
2025/5/4,109,朝鲜,总值,105848
2025/5/4,121,澳门,总值,131261
2025/5/4,143,台湾省,总值,1106036
2025/5/4,113,伊朗,总值,183082
2025/5/4,502,美国,总值,9504158
2025/5/4,344,俄罗斯联邦,总值,523084
2025/6/4,302,丹麦,总值,144146
2025/6/4,129,菲律宾,总值,393889
2025/6/4,122,马来西亚,总值,756033
2025/6/4,704,欧洲联盟,总值,8674820
2025/6/4,116,日本,总值,6023537
2025/6/4,330,瑞典,总值,139466
2025/6/4,137,土耳其,总值,251255
2025/6/4,347,乌克兰,总值,125581
2025/6/4,609,新西兰,总值,83870
2025/6/4,402,阿根廷,总值,85073
2025/6/4,138,阿拉伯联合酋长国,总值,619851
2025/6/4,315,奥地利,总值,62578
2025/6/4,601,澳大利亚,总值,731342
2025/6/4,127,巴基斯坦,总值,195954
2025/6/4,410,巴西,总值,399123
2025/6/4,301,比利时,总值,488554
2025/6/4,327,波兰,总值,125748
2025/6/4,304,德国,总值,1880801
2025/6/4,305,法国,总值,828836
2025/6/4,318,芬兰,总值,176077
2025/6/4,145,哈萨克斯坦,总值,102473
2025/6/4,133,韩国,总值,2386944
2025/6/4,501,加拿大,总值,718236
2025/6/4,328,罗马尼亚,总值,99350
2025/6/4,244,南非,总值,243679
2025/6/4,331,瑞士,总值,155011
2025/6/4,131,沙特阿拉伯,总值,253066
2025/6/4,136,泰国,总值,453904
2025/6/4,312,西班牙,总值,504977
2025/6/4,110,香港,总值,8553094
2025/6/4,132,新加坡,总值,1171019
2025/6/4,307,意大利,总值,897689
2025/6/4,111,印度,总值,578959
2025/6/4,112,印度尼西亚,总值,526881
2025/6/4,303,英国,总值,1231738
2025/6/4,141,越南,总值,355744
2025/6/4,412,智利,总值,165145
2025/6/4,106,缅甸,总值,73052
2025/6/4,309,荷兰,总值,1361723
2025/6/4,109,朝鲜,总值,64796
2025/6/4,121,澳门,总值,144256
2025/6/4,143,台湾省,总值,1242890
2025/6/4,502,美国,总值,10917761
2025/6/4,113,伊朗,总值,268507
2025/6/4,344,俄罗斯联邦,总值,565395
2025/1/5,402,阿根廷,总值,62880
2025/1/5,129,菲律宾,总值,332216
2025/1/5,331,瑞士,总值,172745
2025/1/5,303,英国,总值,1319699
2025/1/5,138,阿拉伯联合酋长国,总值,607855
2025/1/5,318,芬兰,总值,249995
2025/1/5,131,沙特阿拉伯,总值,229048
2025/1/5,141,越南,总值,356809
2025/1/5,315,奥地利,总值,71023
2025/1/5,145,哈萨克斯坦,总值,159606
2025/1/5,412,智利,总值,356809
2025/1/5,601,澳大利亚,总值,789650
2025/1/5,133,韩国,总值,2578132
2025/1/5,136,泰国,总值,493134
2025/1/5,137,土耳其,总值,260647
2025/1/5,127,巴基斯坦,总值,196411
2025/1/5,501,加拿大,总值,785485
2025/1/5,347,乌克兰,总值,150445
2025/1/5,410,巴西,总值,293494
2025/1/5,328,罗马尼亚,总值,102256
2025/1/5,312,西班牙,总值,638199
2025/1/5,301,比利时,总值,635478
2025/1/5,122,马来西亚,总值,694724
2025/1/5,110,香港,总值,7019180
2025/1/5,327,波兰,总值,191213
2025/1/5,132,新加坡,总值,1039430
2025/1/5,609,新西兰,总值,97942
2025/1/5,302,丹麦,总值,257816
2025/1/5,244,南非,总值,282033
2025/1/5,304,德国,总值,2243725
2025/1/5,704,欧洲联盟,总值,10515702
2025/1/5,307,意大利,总值,890412
2025/1/5,116,日本,总值,5944434
2025/1/5,111,印度,总值,604507
2025/1/5,305,法国,总值,886332
2025/1/5,330,瑞典,总值,200257
2025/1/5,112,印度尼西亚,总值,584436
2025/1/5,344,俄罗斯联邦,总值,681096
2025/1/5,309,荷兰,总值,1957395
2025/1/5,121,澳门,总值,108881
2025/1/5,143,台湾省,总值,1141884
2025/1/5,502,美国,总值,10850085
2025/1/5,113,伊朗,总值,258943
2025/1/5,106,缅甸,总值,59647
2025/1/5,109,朝鲜,总值,63094
2025/2/5,402,阿根廷,总值,69397
2025/2/5,138,阿拉伯联合酋长国,总值,434157
2025/2/5,601,澳大利亚,总值,647127
2025/2/5,410,巴西,总值,296775
2025/2/5,315,奥地利,总值,57613
2025/2/5,127,巴基斯坦,总值,163656
2025/2/5,327,波兰,总值,182355
2025/2/5,304,德国,总值,2096540
2025/2/5,301,比利时,总值,568718
2025/2/5,302,丹麦,总值,162470
2025/2/5,318,芬兰,总值,219844
2025/2/5,129,菲律宾,总值,266296
2025/2/5,305,法国,总值,791899
2025/2/5,133,韩国,总值,1934911
2025/2/5,145,哈萨克斯坦,总值,141868
2025/2/5,501,加拿大,总值,680089
2025/2/5,122,马来西亚,总值,583156
2025/2/5,328,罗马尼亚,总值,72325
2025/2/5,330,瑞典,总值,158931
2025/2/5,704,欧洲联盟,总值,9395976
2025/2/5,116,日本,总值,5367280
2025/2/5,244,南非,总值,215061
2025/2/5,136,泰国,总值,524199
2025/2/5,331,瑞士,总值,122972
2025/2/5,131,沙特阿拉伯,总值,163921
2025/2/5,347,乌克兰,总值,120041
2025/2/5,137,土耳其,总值,244802
2025/2/5,312,西班牙,总值,542919
2025/2/5,609,新西兰,总值,76922
2025/2/5,132,新加坡,总值,886798
2025/2/5,110,香港,总值,6811116
2025/2/5,303,英国,总值,1135746
2025/2/5,307,意大利,总值,876873
2025/2/5,112,印度尼西亚,总值,536865
2025/2/5,111,印度,总值,500816
2025/2/5,412,智利,总值,126900
2025/2/5,141,越南,总值,284396
2025/2/5,106,缅甸,总值,50330
2025/2/5,309,荷兰,总值,1708277
2025/2/5,143,台湾省,总值,953916
2025/2/5,121,澳门,总值,55889
2025/2/5,344,俄罗斯联邦,总值,570114
2025/2/5,113,伊朗,总值,259005
2025/2/5,109,朝鲜,总值,44341
2025/2/5,502,美国,总值,9171145
2025/3/5,312,西班牙,总值,633165
2025/3/5,110,香港,总值,10014914
2025/3/5,111,印度,总值,632577
2025/3/5,402,阿根廷,总值,83981
2025/3/5,138,阿拉伯联合酋长国,总值,647454
2025/3/5,127,巴基斯坦,总值,204468
2025/3/5,601,澳大利亚,总值,893907
2025/3/5,410,巴西,总值,339824
2025/3/5,315,奥地利,总值,78760
2025/3/5,327,波兰,总值,185172
2025/3/5,304,德国,总值,2514027
2025/3/5,301,比利时,总值,641531
2025/3/5,302,丹麦,总值,192771
2025/3/5,145,哈萨克斯坦,总值,229260
2025/3/5,318,芬兰,总值,263214
2025/3/5,129,菲律宾,总值,394498
2025/3/5,305,法国,总值,898531
2025/3/5,133,韩国,总值,3229473
2025/3/5,328,罗马尼亚,总值,101603
2025/3/5,501,加拿大,总值,840122
2025/3/5,122,马来西亚,总值,776466
2025/3/5,330,瑞典,总值,180175
2025/3/5,704,欧洲联盟,总值,11233058
2025/3/5,116,日本,总值,7896888
2025/3/5,244,南非,总值,269873
2025/3/5,136,泰国,总值,820400
2025/3/5,331,瑞士,总值,132111
2025/3/5,131,沙特阿拉伯,总值,240468
2025/3/5,347,乌克兰,总值,136538
2025/3/5,137,土耳其,总值,326051
2025/3/5,609,新西兰,总值,104375
2025/3/5,132,新加坡,总值,1300716
2025/3/5,303,英国,总值,1379362
2025/3/5,112,印度尼西亚,总值,747174
2025/3/5,307,意大利,总值,987260
2025/3/5,412,智利,总值,141752
2025/3/5,141,越南,总值,504515
2025/3/5,109,朝鲜,总值,107449
2025/3/5,113,伊朗,总值,203957
2025/3/5,121,澳门,总值,96422
2025/3/5,344,俄罗斯联邦,总值,880505
2025/3/5,106,缅甸,总值,76914
2025/3/5,143,台湾省,总值,1536676
2025/3/5,309,荷兰,总值,2137699
2025/3/5,502,美国,总值,12487095
2025/4/5,127,巴基斯坦,总值,277233
2025/4/5,410,巴西,总值,392172
2025/4/5,302,丹麦,总值,176353
2025/4/5,402,阿根廷,总值,87619
2025/4/5,138,阿拉伯联合酋长国,总值,731687
2025/4/5,601,澳大利亚,总值,853312
2025/4/5,315,奥地利,总值,77110
2025/4/5,327,波兰,总值,206429
2025/4/5,304,德国,总值,2594822
2025/4/5,301,比利时,总值,616195
2025/4/5,145,哈萨克斯坦,总值,263245
2025/4/5,318,芬兰,总值,229201
2025/4/5,129,菲律宾,总值,407633
2025/4/5,305,法国,总值,898225
2025/4/5,133,韩国,总值,3107023
2025/4/5,328,罗马尼亚,总值,111755
2025/4/5,501,加拿大,总值,907871
2025/4/5,244,南非,总值,305324
2025/4/5,122,马来西亚,总值,820716
2025/4/5,330,瑞典,总值,221551
2025/4/5,704,欧洲联盟,总值,11439943
2025/4/5,116,日本,总值,7456669
2025/4/5,136,泰国,总值,699632
2025/4/5,331,瑞士,总值,135143
2025/4/5,131,沙特阿拉伯,总值,282995
2025/4/5,347,乌克兰,总值,171774
2025/4/5,137,土耳其,总值,342875
2025/4/5,110,香港,总值,9842949
2025/4/5,312,西班牙,总值,696654
2025/4/5,609,新西兰,总值,92119
2025/4/5,132,新加坡,总值,1357288
2025/4/5,307,意大利,总值,1018428
2025/4/5,303,英国,总值,1547709
2025/4/5,112,印度尼西亚,总值,882119
2025/4/5,141,越南,总值,506034
2025/4/5,111,印度,总值,670338
2025/4/5,412,智利,总值,151823
2025/4/5,106,缅甸,总值,87093
2025/4/5,143,台湾省,总值,1359874
2025/4/5,121,澳门,总值,104163
2025/4/5,344,俄罗斯联邦,总值,914917
2025/4/5,109,朝鲜,总值,101464
2025/4/5,309,荷兰,总值,1982979
2025/4/5,502,美国,总值,13247676
2025/4/5,113,伊朗,总值,258862
2025/5/5,402,阿根廷,总值,84186
2025/5/5,315,奥地利,总值,66613
2025/5/5,138,阿拉伯联合酋长国,总值,817840
2025/5/5,127,巴基斯坦,总值,221199
2025/5/5,601,澳大利亚,总值,784072
2025/5/5,410,巴西,总值,376321
2025/5/5,327,波兰,总值,195053
2025/5/5,304,德国,总值,2550730
2025/5/5,301,比利时,总值,632128
2025/5/5,302,丹麦,总值,229173
2025/5/5,305,法国,总值,945326
2025/5/5,145,哈萨克斯坦,总值,236696
2025/5/5,318,芬兰,总值,228494
2025/5/5,129,菲律宾,总值,396714
2025/5/5,133,韩国,总值,2921814
2025/5/5,328,罗马尼亚,总值,102556
2025/5/5,501,加拿大,总值,835899
2025/5/5,244,南非,总值,285647
2025/5/5,122,马来西亚,总值,818905
2025/5/5,330,瑞典,总值,195199
2025/5/5,704,欧洲联盟,总值,11259279
2025/5/5,116,日本,总值,6326221
2025/5/5,331,瑞士,总值,130643
2025/5/5,136,泰国,总值,653500
2025/5/5,131,沙特阿拉伯,总值,333575
2025/5/5,347,乌克兰,总值,200353
2025/5/5,137,土耳其,总值,356149
2025/5/5,110,香港,总值,8863109
2025/5/5,312,西班牙,总值,740058
2025/5/5,609,新西兰,总值,102351
2025/5/5,307,意大利,总值,950807
2025/5/5,132,新加坡,总值,1295718
2025/5/5,303,英国,总值,1487244
2025/5/5,141,越南,总值,512446
2025/5/5,112,印度尼西亚,总值,652059
2025/5/5,111,印度,总值,677417
2025/5/5,412,智利,总值,150644
2025/5/5,113,伊朗,总值,215444
2025/5/5,109,朝鲜,总值,99303
2025/5/5,344,俄罗斯联邦,总值,798046
2025/5/5,143,台湾省,总值,1340091
2025/5/5,121,澳门,总值,112442
2025/5/5,106,缅甸,总值,76642
2025/5/5,502,美国,总值,12587340
2025/5/5,309,荷兰,总值,1888949
2025/6/5,402,阿根廷,总值,135873
2025/6/5,315,奥地利,总值,76982
2025/6/5,138,阿拉伯联合酋长国,总值,845191
2025/6/5,127,巴基斯坦,总值,332694
2025/6/5,601,澳大利亚,总值,882745
2025/6/5,410,巴西,总值,441810
2025/6/5,327,波兰,总值,199566
2025/6/5,304,德国,总值,2562600
2025/6/5,301,比利时,总值,687738
2025/6/5,302,丹麦,总值,270072
2025/6/5,305,法国,总值,1029331
2025/6/5,145,哈萨克斯坦,总值,310622
2025/6/5,318,芬兰,总值,278954
2025/6/5,129,菲律宾,总值,442401
2025/6/5,133,韩国,总值,3190182
2025/6/5,328,罗马尼亚,总值,118333
2025/6/5,501,加拿大,总值,1061862
2025/6/5,244,南非,总值,314559
2025/6/5,122,马来西亚,总值,959795
2025/6/5,330,瑞典,总值,206941
2025/6/5,704,欧洲联盟,总值,11991219
2025/6/5,116,日本,总值,7306589
2025/6/5,331,瑞士,总值,193435
2025/6/5,137,土耳其,总值,409742
2025/6/5,136,泰国,总值,698066
2025/6/5,131,沙特阿拉伯,总值,388387
2025/6/5,347,乌克兰,总值,208954
2025/6/5,132,新加坡,总值,1436223
2025/6/5,110,香港,总值,10434167
2025/6/5,312,西班牙,总值,836090
2025/6/5,609,新西兰,总值,114040
2025/6/5,307,意大利,总值,1084649
2025/6/5,303,英国,总值,1658771
2025/6/5,141,越南,总值,467385
2025/6/5,111,印度,总值,790736
2025/6/5,112,印度尼西亚,总值,768396
2025/6/5,412,智利,总值,189250
2025/6/5,106,缅甸,总值,69328
2025/6/5,143,台湾省,总值,1420950
2025/6/5,344,俄罗斯联邦,总值,973064
2025/6/5,121,澳门,总值,129020
2025/6/5,113,伊朗,总值,306923
2025/6/5,502,美国,总值,14342562
2025/6/5,109,朝鲜,总值,94942
2025/6/5,309,荷兰,总值,1955359
2025/7/5,402,阿根廷,总值,130621
2025/7/5,315,奥地利,总值,74684
2025/7/5,138,阿拉伯联合酋长国,总值,707730
2025/7/5,127,巴基斯坦,总值,383885
2025/7/5,601,澳大利亚,总值,895587
2025/7/5,410,巴西,总值,457768
2025/7/5,327,波兰,总值,249475
2025/7/5,304,德国,总值,2703153
2025/7/5,301,比利时,总值,690378
2025/7/5,302,丹麦,总值,256195
2025/7/5,305,法国,总值,1016622
2025/7/5,145,哈萨克斯坦,总值,358985
2025/7/5,318,芬兰,总值,284913
2025/7/5,129,菲律宾,总值,411659
2025/7/5,133,韩国,总值,2846714
2025/7/5,122,马来西亚,总值,987177
2025/7/5,328,罗马尼亚,总值,133124
2025/7/5,501,加拿大,总值,1086650
2025/7/5,244,南非,总值,322195
2025/7/5,330,瑞典,总值,246625
2025/7/5,704,欧洲联盟,总值,12134281
2025/7/5,116,日本,总值,6903491
2025/7/5,331,瑞士,总值,217401
2025/7/5,137,土耳其,总值,351973
2025/7/5,136,泰国,总值,685076
2025/7/5,131,沙特阿拉伯,总值,390275
2025/7/5,347,乌克兰,总值,240766
2025/7/5,132,新加坡,总值,1443258
2025/7/5,110,香港,总值,10234468
2025/7/5,312,西班牙,总值,810604
2025/7/5,609,新西兰,总值,125489
2025/7/5,307,意大利,总值,1008285
2025/7/5,141,越南,总值,455833
2025/7/5,111,印度,总值,794258
2025/7/5,303,英国,总值,1643096
2025/7/5,112,印度尼西亚,总值,879768
2025/7/5,412,智利,总值,199504
2025/7/5,502,美国,总值,14248208
2025/7/5,113,伊朗,总值,312538
2025/7/5,109,朝鲜,总值,107876
2025/7/5,344,俄罗斯联邦,总值,1236137
2025/7/5,143,台湾省,总值,1411543
2025/7/5,309,荷兰,总值,1971424
2025/7/5,121,澳门,总值,163424
2025/7/5,106,缅甸,总值,68214
2025/8/5,402,阿根廷,总值,145057
2025/8/5,315,奥地利,总值,77183
2025/8/5,127,巴基斯坦,总值,356675
2025/8/5,138,阿拉伯联合酋长国,总值,774232
2025/8/5,601,澳大利亚,总值,1062876
2025/8/5,410,巴西,总值,479331
2025/8/5,327,波兰,总值,232868
2025/8/5,304,德国,总值,2894408
2025/8/5,301,比利时,总值,638799
2025/8/5,302,丹麦,总值,253795
2025/8/5,305,法国,总值,1027191
2025/8/5,145,哈萨克斯坦,总值,349317
2025/8/5,318,芬兰,总值,308140
2025/8/5,129,菲律宾,总值,396961
2025/8/5,133,韩国,总值,2797275
2025/8/5,122,马来西亚,总值,1003590
2025/8/5,328,罗马尼亚,总值,157066
2025/8/5,501,加拿大,总值,1136275
2025/8/5,244,南非,总值,380323
2025/8/5,704,欧洲联盟,总值,12805733
2025/8/5,330,瑞典,总值,246193
2025/8/5,116,日本,总值,7106060
2025/8/5,331,瑞士,总值,201567
2025/8/5,137,土耳其,总值,386729
2025/8/5,136,泰国,总值,618304
2025/8/5,131,沙特阿拉伯,总值,425925
2025/8/5,347,乌克兰,总值,258080
2025/8/5,132,新加坡,总值,1578227
2025/8/5,110,香港,总值,10699694
2025/8/5,312,西班牙,总值,730662
2025/8/5,609,新西兰,总值,132263
2025/8/5,111,印度,总值,833548
2025/8/5,307,意大利,总值,1102043
2025/8/5,412,智利,总值,209485
2025/8/5,141,越南,总值,559888
2025/8/5,303,英国,总值,1769705
2025/8/5,112,印度尼西亚,总值,771958
2025/8/5,106,缅甸,总值,80897
2025/8/5,113,伊朗,总值,280927
2025/8/5,109,朝鲜,总值,105206
2025/8/5,502,美国,总值,14894488
2025/8/5,344,俄罗斯联邦,总值,1474594
2025/8/5,143,台湾省,总值,1396414
2025/8/5,309,荷兰,总值,2230037
2025/8/5,121,澳门,总值,154894
2025/10/5,402,阿根廷,总值,136505
2025/10/5,601,澳大利亚,总值,1074634
2025/10/5,315,奥地利,总值,66016
2025/10/5,138,阿拉伯联合酋长国,总值,715585
2025/10/5,127,巴基斯坦,总值,309778
2025/10/5,302,丹麦,总值,222192
2025/10/5,410,巴西,总值,421376
2025/10/5,327,波兰,总值,241791
2025/10/5,304,德国,总值,3007099
2025/10/5,301,比利时,总值,601665
2025/10/5,129,菲律宾,总值,413776
2025/10/5,305,法国,总值,981811
2025/10/5,145,哈萨克斯坦,总值,378910
2025/10/5,318,芬兰,总值,369112
2025/10/5,133,韩国,总值,2965470
2025/10/5,122,马来西亚,总值,866173
2025/10/5,328,罗马尼亚,总值,115048
2025/10/5,501,加拿大,总值,1177608
2025/10/5,244,南非,总值,399164
2025/10/5,704,欧洲联盟,总值,12873297
2025/10/5,131,沙特阿拉伯,总值,311727
2025/10/5,330,瑞典,总值,213317
2025/10/5,116,日本,总值,6930785
2025/10/5,331,瑞士,总值,133646
2025/10/5,137,土耳其,总值,398088
2025/10/5,136,泰国,总值,577088
2025/10/5,347,乌克兰,总值,245582
2025/10/5,132,新加坡,总值,1398857
2025/10/5,110,香港,总值,11436277
2025/10/5,312,西班牙,总值,636877
2025/10/5,609,新西兰,总值,122374
2025/10/5,111,印度,总值,840321
2025/10/5,307,意大利,总值,866755
2025/10/5,412,智利,总值,194125
2025/10/5,141,越南,总值,438146
2025/10/5,303,英国,总值,1715907
2025/10/5,112,印度尼西亚,总值,455860
2025/10/5,106,缅甸,总值,58079
2025/10/5,344,俄罗斯联邦,总值,1437308
2025/10/5,121,澳门,总值,164812
2025/10/5,113,伊朗,总值,296151
2025/10/5,309,荷兰,总值,2623641
2025/10/5,143,台湾省,总值,1406287
2025/10/5,502,美国,总值,15179612
2025/10/5,109,朝鲜,总值,97158
2025/11/5,402,阿根廷,总值,129380
2025/11/5,601,澳大利亚,总值,1163058
2025/11/5,315,奥地利,总值,75759
